term1,term2,relation
alojamento,alojamento,hypo
alojamento,refeição,hypo
alojamento,albergue,hyper
alojamento,pousada,hyper
alojamento,acomodação,hyper
alojamento,pensão,hyper
alojamento,apartamento,hyper
alojamento,hotel,hyper
fruir,jardins,hyper
fruir,praia,hyper
rei,hostal,hyper
rei,porteiro,hyper
bêbado,motel,hyper
bêbado,babá,hyper
bêbado,porteiro,hyper
combinar,facilidade,hypo
spa,albergue,hyper
spa,hotel,hyper
tratamento,alojamento,hypo
tratamento,recepção,hyper
celebridade,babá,hyper
drinques,refeição,hypo
drinques,hotel,hyper
drinques,suíte,hyper
drinques,lavanderia,hypo
drinques,lavanderia,hyper
lavabo,hostal,hyper
lavabo,albergue,hyper
lavabo,pousada,hyper
lavabo,apartamento,hyper
lavabo,hotel,hyper
lavabo,motel,hyper
lavabo,porteiro,hyper
lavabo,suíte,hyper
lavabo,lavanderia,hypo
lavabo,lavanderia,hyper
monte,hostal,hyper
monte,albergue,hyper
monte,hotel,hyper
monte,monumento,hyper
monte,parque,hyper
monte,praia,hyper
ária,teatro,hyper
ária,suíte,hyper
lazer,alojamento,hypo
lazer,albergue,hyper
lazer,pousada,hyper
lazer,acomodação,hyper
lazer,jardins,hyper
lazer,parque,hyper
lazer,praia,hyper
tranquilidade,facilidade,hypo
tranquilidade,acomodação,hyper
estacionamento,alojamento,hypo
estacionamento,porteiro,hyper
manobrista,albergue,hyper
manobrista,pousada,hyper
manobrista,apartamento,hyper
manobrista,hotel,hyper
manobrista,motel,hyper
manobrista,babá,hyper
manobrista,porteiro,hyper
impressor,endereço,hypo
impressor,porteiro,hyper
grátis,alojamento,hypo
grátis,service,hypo
gradar,facilidade,hypo
gradar,refeição,hypo
gradar,hostal,hyper
gradar,pousada,hyper
campar,refeição,hypo
campar,hostal,hyper
campar,babá,hyper
campar,porteiro,hyper
montanha,parque,hyper
montanha,praia,hyper
massagem,refeição,hypo
massagem,acomodação,hyper
locação,alojamento,hypo
locação,acomodação,hyper
locação,pensão,hyper
locação,hotel,hyper
locação,recepção,hyper
seguro,alojamento,hypo
seguro,pensão,hyper
cadastrar,endereço,hypo
diversão,refeição,hypo
diversão,acomodação,hyper
diversão,jardins,hyper
diversão,parque,hyper
diversão,praia,hyper
prestigiar,arena,hyper
suítes,alojamento,hypo
suítes,albergue,hyper
suítes,pousada,hyper
suítes,acomodação,hyper
suítes,apartamento,hyper
suítes,hotel,hyper
suítes,jardins,hyper
suítes,suíte,hyper
ingresso,endereço,hypo
ingresso,acomodação,hyper
casino,arena,hyper
casino,parque,hyper
casino,teatro,hyper
casino,estádio,hyper
casino,praia,hyper
circo,hostal,hyper
circo,albergue,hyper
circo,hotel,hyper
circo,museu,hyper
circo,arena,hyper
circo,parque,hyper
circo,teatro,hyper
show,arena,hyper
show,teatro,hyper
apresentação,recepção,hyper
completo,endereço,hypo
idade,pensão,hyper
hall,apartamento,hyper
hall,hotel,hyper
hall,motel,hyper
bufete,refeição,hypo
espetáculo,museu,hyper
espetáculo,arena,hyper
espetáculo,teatro,hyper
lago,pousada,hyper
lago,hotel,hyper
lago,monumento,hyper
lago,museu,hyper
lago,jardins,hyper
lago,parque,hyper
lago,aeroporto,hyper
lago,praia,hyper
chique,albergue,hyper
chique,apartamento,hyper
chique,hotel,hyper
chique,motel,hyper
chique,porteiro,hyper
acomodação,alojamento,hypo
acomodação,refeição,hypo
acomodação,albergue,hyper
acomodação,acomodação,hyper
confortável,acomodação,hyper
salão,porteiro,hyper
beleza,praia,hyper
atração,arena,hyper
atração,parque,hyper
espetáculos,jardins,hyper
espetáculos,arena,hyper
espetáculos,teatro,hyper
espetáculos,suíte,hyper
condição,facilidade,hypo
condição,pensão,hyper
duplo,quarto,hypo
duplo,duplo,hyper
código,endereço,hypo
código,service,hypo
agência,service,hypo
dimensão,facilidade,hypo
vip,acomodação,hyper
vip,hotel,hyper
vip,motel,hyper
grandiosidade,facilidade,hypo
grandiosidade,monumento,hyper
perfeição,facilidade,hypo
arrumadeira,refeição,hypo
arrumadeira,albergue,hyper
arrumadeira,pousada,hyper
arrumadeira,pensão,hyper
arrumadeira,apartamento,hyper
arrumadeira,hotel,hyper
arrumadeira,motel,hyper
arrumadeira,babá,hyper
arrumadeira,porteiro,hyper
arrumadeira,casal,hypo
arrumadeira,suíte,hyper
arrumadeira,casal,hyper
garçons,refeição,hypo
garçons,albergue,hyper
garçons,hotel,hyper
garçons,motel,hyper
garçons,babá,hyper
garçons,porteiro,hyper
garçons,lavanderia,hypo
garçons,lavanderia,hyper
mercadinhos,jardins,hyper
otimismo,acomodação,hyper
solei,service,hypo
solei,hostal,hyper
solei,hotel,hyper
solei,motel,hyper
solei,teatro,hyper
solei,,hyper
solei,suíte,hyper
comprinhas,refeição,hypo
comprinhas,lavanderia,hypo
comprinhas,lavanderia,hyper
orar,refeição,hypo
orar,igreja,hyper
sombra,pousada,hyper
sombra,jardins,hyper
mobiliário,alojamento,hypo
burocracia,facilidade,hypo
local,alojamento,hypo
local,endereço,hypo
local,parque,hyper
local,aeroporto,hyper
local,estádio,hyper
cardápio,alojamento,hypo
cardápio,refeição,hypo
cardápio,albergue,hyper
cardápio,hotel,hyper
cardápio,suíte,hyper
encore,service,hypo
encore,suíte,hyper
história,museu,hyper
hoteleiro,alojamento,hypo
hoteleiro,hostal,hyper
hoteleiro,albergue,hyper
hoteleiro,pousada,hyper
hoteleiro,hotel,hyper
hoteleiro,motel,hyper
hoteleiro,porteiro,hyper
complexo,hotel,hyper
complexo,monumento,hyper
complexo,museu,hyper
complexo,parque,hyper
complexo,estádio,hyper
light,service,hypo
cinema,hotel,hyper
cinema,museu,hyper
cinema,teatro,hyper
desconto,pensão,hyper
divino,hostal,hyper
divino,igreja,hyper
online,endereço,hypo
online,service,hypo
assentir,pensão,hyper
título,quarto,hypo
título,pensão,hyper
hotelaria,alojamento,hypo
hotelaria,albergue,hyper
hotelaria,pousada,hyper
hotelaria,hotel,hyper
hotelaria,parque,hyper
hotelaria,praia,hyper
isolamento,alojamento,hypo
isolamento,albergue,hyper
isolamento,acomodação,hyper
capacidade,facilidade,hypo
capacidade,acomodação,hyper
jogo,estádio,hyper
sugestão,refeição,hypo
rotina,refeição,hypo
fortuna,pensão,hyper
fortuna,família,hypo
fortuna,família,hyper
substrutura,hostal,hyper
substrutura,pousada,hyper
substrutura,acomodação,hyper
casal,casal,hypo
casal,casal,hyper
festa,refeição,hypo
festa,hostal,hyper
festa,pousada,hyper
festa,hotel,hyper
festa,monumento,hyper
festa,igreja,hyper
festa,parque,hyper
festa,teatro,hyper
festa,praia,hyper
pool,service,hypo
pool,hotel,hyper
prático,duplo,hyper
gastronomia,refeição,hypo
gastronomia,museu,hyper
gastronomia,teatro,hyper
gastronomia,praia,hyper
aluguel,alojamento,hypo
aluguel,albergue,hyper
aluguel,acomodação,hyper
aluguel,pensão,hyper
aluguel,apartamento,hyper
aluguel,motel,hyper
aluguel,babá,hyper
aluguel,porteiro,hyper
veículo,aeroporto,hyper
comodidade,alojamento,hypo
comodidade,facilidade,hypo
comodidade,refeição,hypo
comodidade,albergue,hyper
comodidade,acomodação,hyper
fugir,motel,hyper
fugir,porteiro,hyper
flexibilidade,facilidade,hypo
flexibilidade,acomodação,hyper
multidão,refeição,hypo
multidão,hostal,hyper
multidão,igreja,hyper
multidão,arena,hyper
multidão,praia,hyper
oportunidade,facilidade,hypo
luxuoso,alojamento,hypo
luxuoso,hostal,hyper
luxuoso,albergue,hyper
luxuoso,pousada,hyper
luxuoso,apartamento,hyper
luxuoso,hotel,hyper
luxuoso,motel,hyper
luxuoso,casal,hypo
luxuoso,suíte,hyper
luxuoso,casal,hyper
cardar,hostal,hyper
insistência,facilidade,hypo
bolsar,porteiro,hyper
segundo,quarto,hypo
palácio,hostal,hyper
palácio,albergue,hyper
palácio,pousada,hyper
palácio,apartamento,hyper
palácio,hotel,hyper
palácio,monumento,hyper
palácio,museu,hyper
palácio,igreja,hyper
palácio,jardins,hyper
palácio,parque,hyper
palácio,teatro,hyper
palácio,aeroporto,hyper
palácio,estádio,hyper
palácio,suíte,hyper
puro,duplo,hyper
relógio,porteiro,hyper
lembrança,refeição,hypo
lembrança,pousada,hyper
lembrança,monumento,hyper
piano,suíte,hyper
insatisfação,acomodação,hyper
rapidez,facilidade,hypo
agradável,refeição,hypo
agradável,jardins,hyper
sol,hostal,hyper
sol,praia,hyper
auxílio,pensão,hyper
saguão,albergue,hyper
saguão,pousada,hyper
saguão,apartamento,hyper
saguão,hotel,hyper
saguão,motel,hyper
saguão,porteiro,hyper
saguão,suíte,hyper
aprox,hostal,hyper
mu,,hyper
parabém,hostal,hyper
parabém,igreja,hyper
apart,service,hypo
infraestrutura,alojamento,hypo
infraestrutura,acomodação,hyper
infraestrutura,aeroporto,hyper
medo,facilidade,hypo
nêuston,hostal,hyper
poltrona,refeição,hypo
poltrona,pousada,hyper
poltrona,apartamento,hyper
poltrona,hotel,hyper
poltrona,motel,hyper
poltrona,porteiro,hyper
poltrona,suíte,hyper
poltrona,lavanderia,hypo
poltrona,lavanderia,hyper
frequentador,porteiro,hyper
evento,monumento,hyper
evento,museu,hyper
evento,arena,hyper
evento,parque,hyper
balcão,refeição,hypo
balcão,porteiro,hyper
estacionar,aeroporto,hyper
privativo,alojamento,hypo
privativo,albergue,hyper
privativo,pousada,hyper
privativo,acomodação,hyper
privativo,hotel,hyper
privativo,parque,hyper
privativo,praia,hyper
privativo,porteiro,hyper
privativo,suíte,hyper
térreo,endereço,hypo
térreo,quarto,hypo
térreo,hostal,hyper
térreo,albergue,hyper
térreo,pousada,hyper
térreo,acomodação,hyper
térreo,apartamento,hyper
térreo,hotel,hyper
térreo,motel,hyper
térreo,porteiro,hyper
térreo,suíte,hyper
térreo,lavanderia,hypo
térreo,lavanderia,hyper
mar,praia,hyper
garagem,albergue,hyper
garagem,pousada,hyper
garagem,apartamento,hyper
garagem,hotel,hyper
garagem,motel,hyper
garagem,babá,hyper
garagem,porteiro,hyper
garagem,suíte,hyper
preocupação,facilidade,hypo
pressão,acomodação,hyper
lanchar,refeição,hypo
lanchar,albergue,hyper
lanchar,pousada,hyper
lanchar,apartamento,hyper
lanchar,hotel,hyper
lanchar,motel,hyper
lanchar,babá,hyper
lanchar,porteiro,hyper
modernidade,acomodação,hyper
agilidade,facilidade,hypo
persiano,hostal,hyper
persiano,museu,hyper
persiano,teatro,hyper
persiano,babá,hyper
monitor,endereço,hypo
completíssimo,endereço,hypo
completíssimo,duplo,hyper
completíssimo,suíte,hyper
espaçoso,alojamento,hypo
espaçoso,albergue,hyper
espaçoso,acomodação,hyper
espaçoso,apartamento,hyper
espaçoso,hotel,hyper
trecho,monumento,hyper
trecho,aeroporto,hyper
sanduíche,refeição,hypo
sanduíche,motel,hyper
milha,praia,hyper
buá,hostal,hyper
desertá,hostal,hyper
enganação,babá,hyper
sensação,facilidade,hypo
insegurança,facilidade,hypo
insegurança,acomodação,hyper
residência,alojamento,hypo
residência,endereço,hypo
residência,quarto,hypo
residência,albergue,hyper
residência,pousada,hyper
residência,pensão,hyper
residência,apartamento,hyper
residência,hotel,hyper
residência,igreja,hyper
residência,jardins,hyper
residência,aeroporto,hyper
residência,recepção,hyper
quinto,quarto,hypo
quinto,duplo,hyper
lavanderia,babá,hyper
lavanderia,porteiro,hyper
lavanderia,lavanderia,hypo
lavanderia,lavanderia,hyper
viajante,refeição,hypo
viajante,albergue,hyper
viajante,porteiro,hyper
voucher,service,hypo
explicação,acomodação,hyper
transferência,recepção,hyper
menino,apartamento,hyper
menino,motel,hyper
menino,babá,hyper
menino,porteiro,hyper
mudança,acomodação,hyper
arrumação,alojamento,hypo
arrumação,acomodação,hyper
alimentação,acomodação,hyper
alimentação,pensão,hyper
féria,hostal,hyper
trenzinho,albergue,hyper
trenzinho,pousada,hyper
trenzinho,hotel,hyper
trenzinho,motel,hyper
trenzinho,museu,hyper
trenzinho,jardins,hyper
trenzinho,parque,hyper
trenzinho,suíte,hyper
prostituto,apartamento,hyper
prostituto,motel,hyper
prostituto,babá,hyper
prostituto,porteiro,hyper
arquitetura,museu,hyper
arquitetura,universidade,hyper
arquitetura,suíte,hyper
jovem,babá,hyper
gigante,parque,hyper
standard,service,hypo
patis,praia,hyper
amigar,refeição,hypo
amigar,albergue,hyper
amigar,apartamento,hyper
amigar,motel,hyper
amigar,babá,hyper
amigar,porteiro,hyper
orientação,acomodação,hyper
noivar,apartamento,hyper
noivar,motel,hyper
noivar,babá,hyper
redondeza,igreja,hyper
redondeza,praia,hyper
redondeza,porteiro,hyper
comida,alojamento,hypo
comida,refeição,hypo
comida,albergue,hyper
comida,acomodação,hyper
comida,babá,hyper
sky,service,hypo
quedo,hostal,hyper
lanchonetes,alojamento,hypo
lanchonetes,refeição,hypo
lanchonetes,albergue,hyper
lanchonetes,pousada,hyper
lanchonetes,acomodação,hyper
lanchonetes,hotel,hyper
lanchonetes,motel,hyper
lanchonetes,jardins,hyper
lanchonetes,praia,hyper
lanchonetes,porteiro,hyper
lanchonetes,lavanderia,hypo
lanchonetes,lavanderia,hyper
fachada,hostal,hyper
fachada,apartamento,hyper
fachada,monumento,hyper
fachada,igreja,hyper
fachada,jardins,hyper
cenário,hotel,hyper
cenário,parque,hyper
cenário,teatro,hyper
suntuosidade,acomodação,hyper
suntuosidade,monumento,hyper
suntuosidade,igreja,hyper
suntuosidade,jardins,hyper
tablete,refeição,hypo
tablete,apartamento,hyper
cabeceira,hostal,hyper
cabeceira,pousada,hyper
carne,refeição,hypo
bufar,porteiro,hyper
colcha,pousada,hyper
colcha,suíte,hyper
número,endereço,hypo
número,quarto,hypo
satisfação,facilidade,hypo
direto,arena,hyper
direto,duplo,hyper
irmão,apartamento,hyper
irmão,babá,hyper
irmão,família,hypo
irmão,família,hyper
maciar,hostal,hyper
maciar,casal,hypo
maciar,casal,hyper
orá,endereço,hypo
orá,service,hypo
orá,hostal,hyper
orá,igreja,hyper
orá,teatro,hyper
orá,porteiro,hyper
caixa,pensão,hyper
drinque,refeição,hypo
drinque,albergue,hyper
drinque,pousada,hyper
drinque,apartamento,hyper
drinque,hotel,hyper
drinque,motel,hyper
drinque,babá,hyper
drinque,suíte,hyper
praxar,refeição,hypo
praxar,universidade,hyper
passarela,monumento,hyper
passarela,arena,hyper
passarela,parque,hyper
passarela,aeroporto,hyper
passarela,praia,hyper
enjoar,refeição,hypo
jacuzzi,lavanderia,hypo
jacuzzi,lavanderia,hyper
meio,quarto,hypo
conveniência,acomodação,hyper
trajeto,endereço,hypo
trajeto,aeroporto,hyper
sul,praia,hyper
florir,jardins,hyper
palace,service,hypo
palace,albergue,hyper
palace,pousada,hyper
palace,apartamento,hyper
palace,hotel,hyper
palace,motel,hyper
palace,museu,hyper
palace,jardins,hyper
palace,arena,hyper
palace,parque,hyper
palace,teatro,hyper
palace,estádio,hyper
palace,suíte,hyper
estúdio,quarto,hypo
estúdio,apartamento,hyper
estúdio,hotel,hyper
estúdio,motel,hyper
estúdio,suíte,hyper
filhar,casal,hypo
filhar,casal,hyper
cópia,endereço,hypo
cópia,recepção,hyper
satisfazer,alojamento,hypo
importância,facilidade,hypo
envelope,endereço,hypo
envelope,apartamento,hyper
navio,hotel,hyper
jeito,apartamento,hyper
empresar,pensão,hyper
fórum,albergue,hyper
fórum,hotel,hyper
fórum,monumento,hyper
fórum,museu,hyper
fórum,parque,hyper
fórum,teatro,hyper
gôndola,refeição,hypo
gôndola,albergue,hyper
gôndola,pousada,hyper
gôndola,apartamento,hyper
gôndola,hotel,hyper
gôndola,praia,hyper
gôndola,suíte,hyper
trealase,facilidade,hypo
fantasma,motel,hyper
fantasma,babá,hyper
fantasma,porteiro,hyper
desorganização,acomodação,hyper
pintar,jardins,hyper
berço,hostal,hyper
norte,parque,hyper
norte,praia,hyper
terre,service,hypo
emoção,facilidade,hypo
m&m,hotel,hyper
visão,acomodação,hyper
estátua,pousada,hyper
estátua,monumento,hyper
estátua,museu,hyper
estátua,igreja,hyper
estátua,jardins,hyper
estátua,parque,hyper
estátua,estádio,hyper
estátua,praia,hyper
arena,hotel,hyper
arena,arena,hyper
arena,parque,hyper
arena,estádio,hyper
eficiência,facilidade,hypo
quantidade,facilidade,hypo
quilômetros,aeroporto,hyper
quilômetros,praia,hyper
acessá,endereço,hypo
acessá,service,hypo
acessá,suíte,hyper
simplicidade,facilidade,hypo
torre,hostal,hyper
torre,albergue,hyper
torre,pousada,hyper
torre,hotel,hyper
torre,monumento,hyper
torre,museu,hyper
torre,igreja,hyper
torre,jardins,hyper
torre,parque,hyper
torre,praia,hyper
edifício,endereço,hypo
edifício,hostal,hyper
edifício,albergue,hyper
edifício,pousada,hyper
edifício,apartamento,hyper
edifício,hotel,hyper
edifício,monumento,hyper
edifício,museu,hyper
edifício,igreja,hyper
edifício,jardins,hyper
edifício,parque,hyper
edifício,teatro,hyper
edifício,aeroporto,hyper
edifício,estádio,hyper
edifício,porteiro,hyper
xampu,babá,hyper
self,service,hypo
service,service,hypo
geral,quarto,hypo
avião,apartamento,hyper
avião,hotel,hyper
avião,motel,hyper
custo,alojamento,hypo
monotrilho,pousada,hyper
monotrilho,hotel,hyper
monotrilho,monumento,hyper
monotrilho,jardins,hyper
monotrilho,parque,hyper
monotrilho,aeroporto,hyper
mile,service,hypo
mile,hotel,hyper
ágil,facilidade,hypo
hidro,lavanderia,hypo
hidro,lavanderia,hyper
alternativo,duplo,hyper
silencioso,hostal,hyper
silencioso,albergue,hyper
silencioso,porteiro,hyper
início,quarto,hypo
início,recepção,hyper
silêncio,hostal,hyper
profissional,alojamento,hypo
profissional,pensão,hyper
renovação,acomodação,hyper
malhar,refeição,hypo
pero,hostal,hyper
asi,service,hypo
filme,hostal,hyper
layout,endereço,hypo
layout,acomodação,hyper
desvantagem,facilidade,hypo
sponsor,service,hypo
labirinto,albergue,hyper
galera,praia,hyper
beemote,hostal,hyper
beemote,igreja,hyper
mordomia,refeição,hypo
mordomia,albergue,hyper
mordomia,pousada,hyper
mordomia,pensão,hyper
mordomia,porteiro,hyper
moda,teatro,hyper
sorvete,refeição,hypo
sorvete,motel,hyper
sorvete,babá,hyper
sorvete,lavanderia,hypo
sorvete,lavanderia,hyper
roupão,porteiro,hyper
roupão,lavanderia,hypo
roupão,lavanderia,hyper
dançar,motel,hyper
dançar,teatro,hyper
dançar,babá,hyper
subsolo,apartamento,hyper
subsolo,hotel,hyper
subsolo,lavanderia,hypo
subsolo,lavanderia,hyper
hidromassagem,alojamento,hypo
hidromassagem,refeição,hypo
hidromassagem,albergue,hyper
hidromassagem,pousada,hyper
hidromassagem,acomodação,hyper
hidromassagem,apartamento,hyper
hidromassagem,hotel,hyper
hidromassagem,motel,hyper
hidromassagem,suíte,hyper
descrição,endereço,hypo
trio,suíte,hyper
km,aeroporto,hyper
km,praia,hyper
calmar,hostal,hyper
calmar,motel,hyper
solteiro,pousada,hyper
solteiro,apartamento,hyper
solteiro,hotel,hyper
solteiro,motel,hyper
solteiro,babá,hyper
solteiro,porteiro,hyper
solteiro,casal,hypo
solteiro,casal,hyper
acolhedor,alojamento,hypo
acolhedor,albergue,hyper
acolhedor,acomodação,hyper
acolhedor,hotel,hyper
acolhedor,museu,hyper
acolhedor,jardins,hyper
cerejo,porteiro,hyper
galar,hostal,hyper
opar,motel,hyper
refrigerante,lavanderia,hypo
refrigerante,lavanderia,hyper
petisco,refeição,hypo
delícia,refeição,hypo
imediação,igreja,hyper
livraria,endereço,hypo
livraria,albergue,hyper
livraria,pousada,hyper
livraria,apartamento,hyper
livraria,hotel,hyper
livraria,museu,hyper
livraria,igreja,hyper
livraria,teatro,hyper
livraria,universidade,hyper
companhia,teatro,hyper
toucador,quarto,hypo
toucador,porteiro,hyper
rotar,endereço,hypo
rotar,hostal,hyper
rotar,pensão,hyper
rotar,monumento,hyper
rotar,igreja,hyper
rotar,aeroporto,hyper
terraço,quarto,hypo
terraço,hostal,hyper
terraço,albergue,hyper
terraço,pousada,hyper
terraço,apartamento,hyper
terraço,hotel,hyper
terraço,motel,hyper
terraço,monumento,hyper
terraço,museu,hyper
terraço,jardins,hyper
terraço,parque,hyper
terraço,teatro,hyper
terraço,estádio,hyper
terraço,praia,hyper
terraço,porteiro,hyper
terraço,suíte,hyper
preferência,facilidade,hypo
preferência,acomodação,hyper
mãe,apartamento,hyper
mãe,babá,hyper
mãe,família,hypo
mãe,família,hyper
navegação,aeroporto,hyper
almoço,refeição,hypo
almoço,albergue,hyper
almoço,pousada,hyper
almoço,apartamento,hyper
almoço,hotel,hyper
almoço,motel,hyper
bastilha,monumento,hyper
fingir,babá,hyper
sabonete,refeição,hypo
banho,alojamento,hypo
banho,quarto,hypo
banho,refeição,hypo
banho,albergue,hyper
banho,pousada,hyper
banho,apartamento,hyper
banho,hotel,hyper
banho,motel,hyper
banho,casal,hypo
banho,casal,hyper
transporte,alojamento,hypo
transporte,acomodação,hyper
transporte,aeroporto,hyper
transporte,recepção,hyper
suspeito,apartamento,hyper
suspeito,motel,hyper
suspeito,porteiro,hyper
possibilidade,facilidade,hypo
separação,acomodação,hyper
fresco,refeição,hypo
fresco,hostal,hyper
fresco,pousada,hyper
almo,hostal,hyper
gerência,porteiro,hyper
entornar,refeição,hypo
doble,hostal,hyper
poltrão,hostal,hyper
poltrão,porteiro,hyper
poltrão,casal,hypo
poltrão,casal,hyper
aquecedor,alojamento,hypo
maquiagem,babá,hyper
oásis,hostal,hyper
oásis,albergue,hyper
oásis,hotel,hyper
oásis,jardins,hyper
oásis,parque,hyper
oásis,praia,hyper
badalação,acomodação,hyper
badalação,hotel,hyper
badalação,praia,hyper
privilégio,pensão,hyper
marais,jardins,hyper
idear,hostal,hyper
variação,acomodação,hyper
sambaíba,lavanderia,hypo
sambaíba,lavanderia,hyper
barco,albergue,hyper
barco,pousada,hyper
barco,apartamento,hyper
barco,hotel,hyper
barco,motel,hyper
barco,monumento,hyper
barco,aeroporto,hyper
barco,praia,hyper
rapidinho,motel,hyper
rapidinho,babá,hyper
rapidinho,lavanderia,hypo
rapidinho,lavanderia,hyper
castelo,hostal,hyper
castelo,albergue,hyper
castelo,pousada,hyper
castelo,apartamento,hyper
castelo,hotel,hyper
castelo,monumento,hyper
castelo,museu,hyper
castelo,igreja,hyper
castelo,jardins,hyper
castelo,parque,hyper
castelo,teatro,hyper
castelo,praia,hyper
pedaço,apartamento,hyper
casaco,apartamento,hyper
casaco,motel,hyper
estabelecimento,alojamento,hypo
estabelecimento,endereço,hypo
estabelecimento,quarto,hypo
estabelecimento,albergue,hyper
estabelecimento,aeroporto,hyper
adaptador,endereço,hypo
eficiente,facilidade,hypo
magda,babá,hyper
arte,monumento,hyper
arte,museu,hyper
arte,jardins,hyper
arte,teatro,hyper
arte,universidade,hyper
fundo,pensão,hyper
luxo,apartamento,hyper
luxo,hotel,hyper
luxo,motel,hyper
toalete,refeição,hypo
toalete,albergue,hyper
toalete,acomodação,hyper
toalete,apartamento,hyper
toalete,hotel,hyper
toalete,motel,hyper
toalete,porteiro,hyper
toalete,suíte,hyper
proprietário,endereço,hypo
proprietário,pousada,hyper
proprietário,apartamento,hyper
proprietário,porteiro,hyper
carregador,porteiro,hyper
minusculo,albergue,hyper
charmoso,porteiro,hyper
iniciativo,hostal,hyper
iniciativo,porteiro,hyper
pizza,refeição,hypo
pizza,pousada,hyper
pizza,hotel,hyper
pizza,motel,hyper
pizza,babá,hyper
pizza,lavanderia,hypo
pizza,lavanderia,hyper
ovo,refeição,hypo
receptividade,facilidade,hypo
receptividade,acomodação,hyper
receptividade,recepção,hyper
hospitalidade,alojamento,hypo
hospitalidade,refeição,hypo
hospitalidade,albergue,hyper
hospitalidade,acomodação,hyper
hospitalidade,recepção,hyper
paragem,refeição,hypo
paragem,pousada,hyper
autocarro,alojamento,hypo
autocarro,refeição,hypo
autocarro,albergue,hyper
autocarro,hotel,hyper
autocarro,motel,hyper
autocarro,aeroporto,hyper
autocarro,estádio,hyper
guloseima,refeição,hypo
versaletes,endereço,hypo
mobília,alojamento,hypo
mobília,albergue,hyper
mobília,pousada,hyper
mobília,acomodação,hyper
mobília,apartamento,hyper
mobília,hotel,hyper
mobília,porteiro,hyper
mobília,suíte,hyper
mobília,lavanderia,hypo
mobília,lavanderia,hyper
paza,quarto,hypo
paza,refeição,hypo
paza,hostal,hyper
paza,albergue,hyper
paza,pousada,hyper
paza,acomodação,hyper
paza,hotel,hyper
paza,motel,hyper
paza,monumento,hyper
paza,museu,hyper
paza,jardins,hyper
paza,arena,hyper
paza,parque,hyper
paza,teatro,hyper
paza,aeroporto,hyper
paza,praia,hyper
ventilação,alojamento,hypo
ventilação,acomodação,hyper
pitoresco,hostal,hyper
pitoresco,albergue,hyper
pitoresco,pousada,hyper
pitoresco,hotel,hyper
pitoresco,monumento,hyper
pitoresco,museu,hyper
pitoresco,jardins,hyper
pitoresco,parque,hyper
pitoresco,praia,hyper
odéon,hostal,hyper
odéon,albergue,hyper
odéon,apartamento,hyper
odéon,hotel,hyper
odéon,museu,hyper
odéon,jardins,hyper
odéon,teatro,hyper
odéon,estádio,hyper
odéon,porteiro,hyper
escuro,motel,hyper
proteção,acomodação,hyper
cheiro,porteiro,hyper
torneira,refeição,hypo
torneira,pousada,hyper
torneira,porteiro,hyper
mochila,pousada,hyper
mochila,apartamento,hyper
mochila,motel,hyper
mochila,suíte,hyper
despesa,pensão,hyper
bilhete,endereço,hypo
bilhete,refeição,hypo
bilhete,pensão,hyper
bilhete,apartamento,hyper
bilhete,hotel,hyper
bilhete,aeroporto,hyper
bilhete,porteiro,hyper
distrito,parque,hyper
distrito,aeroporto,hyper
dono,porteiro,hyper
percepção,acomodação,hyper
disponibilidade,facilidade,hypo
cercania,hostal,hyper
cercania,monumento,hyper
cercania,igreja,hyper
escriba,hostal,hyper
escriba,porteiro,hyper
ícone,monumento,hyper
ícone,museu,hyper
lentidão,facilidade,hypo
material,alojamento,hypo
video,service,hypo
buda,igreja,hyper
pátio,hostal,hyper
pátio,albergue,hyper
pátio,pousada,hyper
pátio,apartamento,hyper
pátio,hotel,hyper
pátio,motel,hyper
pátio,monumento,hyper
pátio,museu,hyper
pátio,jardins,hyper
pátio,parque,hyper
pátio,teatro,hyper
pátio,aeroporto,hyper
pátio,estádio,hyper
pátio,praia,hyper
pátio,porteiro,hyper
pátio,lavanderia,hypo
pátio,lavanderia,hyper
baldeação,refeição,hypo
baldeação,pousada,hyper
baldeação,acomodação,hyper
baldeação,aeroporto,hyper
baldeação,praia,hyper
barulho,porteiro,hyper
chinelo,apartamento,hyper
chinelo,porteiro,hyper
chinelo,lavanderia,hypo
chinelo,lavanderia,hyper
anche,hostal,hyper
sauna,alojamento,hypo
sauna,refeição,hypo
sauna,albergue,hyper
sauna,pousada,hyper
sauna,acomodação,hyper
sauna,hotel,hyper
sauna,motel,hyper
sauna,porteiro,hyper
sauna,suíte,hyper
sauna,lavanderia,hypo
sauna,lavanderia,hyper
jour,service,hypo
posto,quarto,hypo
posto,hotel,hyper
cômodos,alojamento,hypo
cômodos,quarto,hypo
cômodos,albergue,hyper
cômodos,pousada,hyper
cômodos,acomodação,hyper
cômodos,pensão,hyper
cômodos,apartamento,hyper
cômodos,hotel,hyper
cômodos,motel,hyper
cômodos,porteiro,hyper
cômodos,casal,hypo
cômodos,suíte,hyper
cômodos,casal,hyper
cômodos,lavanderia,hypo
cômodos,lavanderia,hyper
cômodo,quarto,hypo
cômodo,albergue,hyper
cômodo,pousada,hyper
cômodo,apartamento,hyper
cômodo,hotel,hyper
cômodo,motel,hyper
cômodo,porteiro,hyper
cômodo,casal,hypo
cômodo,casal,hyper
documento,endereço,hypo
mensagem,endereço,hypo
outro,quarto,hypo
outro,duplo,hyper
