term1,term2,relation
controlo,Facilidade do banheiro,hypo
controlo,Facilidade do banheiro,hypo
desá,Endereço,hypo
desá,Endereço,hypo
desá,Service,hypo
desá,Service,hypo
pacote,Horário,hypo
pacote,Horário do Restaurante,hyper
pacote,Horário do Spa,hyper
pacote,Horário da Piscina Externa,hyper
pacote,Horário da Piscina Coberta,hyper
pacote,Horário,hyper
seguro,Endereço,hypo
seguro,Endereço,hypo
seguro,Pontos de interesse,hypo
seguro,Categoria de hotéis,hypo
sistema,Horário,hypo
sistema,Horário do Restaurante,hyper
sistema,Horário do Spa,hyper
sistema,Horário da Piscina Externa,hyper
sistema,Horário da Piscina Coberta,hyper
sistema,Horário,hyper
ofertar,Endereço,hypo
ofertar,Endereço,hypo
ofertar,Service,hypo
ofertar,Categoria de hotéis,hypo
diversão,Endereço,hypo
diversão,Endereço,hypo
circular,Endereço,hypo
circular,Endereço,hypo
casino,Endereço,hypo
casino,Endereço,hypo
show,Pontos de interesse,hypo
vidrar,Tipo de hóspede,hypo
vidrar,Facilidade do quarto,hypo
vidrar,Facilidade do quarto,hypo
vidrar,Facilidade do banheiro,hypo
vidrar,Instalação Interna,hypo
vidrar,Casal,hypo
vidrar,Casal Jovem,hyper
vidrar,Casal,hyper
vidrar,Casal Maduro,hyper
apresentação,Endereço,hypo
apresentação,Endereço,hypo
apresentação,Service,hypo
onico,Endereço,hypo
onico,Endereço,hypo
onico,Service,hypo
cartão,Horário,hypo
cartão,Horário do Restaurante,hyper
cartão,Horário do Spa,hyper
cartão,Horário da Piscina Externa,hyper
cartão,Horário da Piscina Coberta,hyper
cartão,Horário,hyper
hall,Pontos de interesse,hypo
hall,Instalação Interna,hypo
hall,Lavanderia,hypo
hall,Cuarto de lavado,hyper
hall,Servicios de lavandería,hyper
hall,Lavanderia,hyper
cigarrar,Tipo de hóspede,hypo
cigarrar,Facilidade do banheiro,hypo
cigarrar,Instalação Interna,hypo
cigarrar,Casal,hypo
cigarrar,Casal Jovem,hyper
cigarrar,Casal,hyper
cigarrar,Casal Maduro,hyper
aconselhar,Endereço,hypo
aconselhar,Endereço,hypo
aconselhar,Categoria de hotéis,hypo
espetáculo,Endereço,hypo
espetáculo,Endereço,hypo
espetáculo,Categoria de hotéis,hypo
corredor,Facilidade do quarto,hypo
corredor,Instalação Interna,hypo
acomodação,Alojamento,hypo
acomodação,Alojamento,hypo
acomodação,Hotel,hypo
acomodação,Hotel cápsula,hyper
acomodação,Hotel casa da árvore,hyper
acomodação,Hotel de gelo,hyper
acomodação,Hotel Casamata,hyper
acomodação,Hotel,hyper
acomodação,Hotel aquático,hyper
acomodação,Hotel adega,hyper
confortável,Service,hypo
confortável,Instalação Interna,hypo
confortável,Lavanderia,hypo
confortável,Cuarto de lavado,hyper
confortável,Servicios de lavandería,hyper
confortável,Lavanderia,hyper
m,Endereço,hypo
m,Endereço,hypo
m,Pontos de interesse,hypo
m,Instalação Interna,hypo
m,Lavanderia,hypo
m,Cuarto de lavado,hyper
m,Servicios de lavandería,hyper
m,Lavanderia,hyper
proxema,Endereço,hypo
proxema,Endereço,hypo
proxema,Pontos de interesse,hypo
proxema,Categoria de hotéis,hypo
salão,Service,hypo
salão,Service,hypo
salão,Instalação Interna,hypo
salão,Lavanderia,hypo
salão,Cuarto de lavado,hyper
salão,Servicios de lavandería,hyper
salão,Lavanderia,hyper
beleza,Endereço,hypo
beleza,Endereço,hypo
beleza,Service,hypo
beleza,Categoria de hotéis,hypo
atração,Endereço,hypo
atração,Endereço,hypo
atração,Pontos de interesse,hypo
atração,Categoria de hotéis,hypo
televisão,Facilidade do quarto,hypo
televisão,Facilidade do banheiro,hypo
televisão,Facilidade do banheiro,hypo
televisão,Quarto de hotel,hypo
preferir,Endereço,hypo
preferir,Endereço,hypo
preferir,Pontos de interesse,hypo
preferir,Pontos de interesse,hypo
preferir,Pontos de interesse,hypo
novo,Instalação Interna,hypo
novo,Lavanderia,hypo
novo,Cuarto de lavado,hyper
novo,Servicios de lavandería,hyper
novo,Lavanderia,hyper
cobrança,Horário,hypo
cobrança,Horário do Restaurante,hyper
cobrança,Horário do Spa,hyper
cobrança,Horário da Piscina Externa,hyper
cobrança,Horário da Piscina Coberta,hyper
cobrança,Horário,hyper
classificação,Endereço,hypo
classificação,Endereço,hypo
classificação,Service,hypo
classificação,Service,hypo
u$,Horário,hypo
u$,Horário do Restaurante,hyper
u$,Horário do Spa,hyper
u$,Horário da Piscina Externa,hyper
u$,Horário da Piscina Coberta,hyper
u$,Horário,hyper
telefonar,Horário,hypo
telefonar,Horário do Restaurante,hyper
telefonar,Horário do Spa,hyper
telefonar,Horário da Piscina Externa,hyper
telefonar,Horário da Piscina Coberta,hyper
telefonar,Horário,hyper
ar,Facilidade do quarto,hypo
ar,Facilidade do banheiro,hypo
central,Endereço,hypo
central,Endereço,hypo
central,Facilidade,hypo
central,Pontos de interesse,hypo
central,Pontos de interesse,hypo
central,Pontos de interesse,hypo
central,Facilidade,hyper
central,Facilidades da Casa de Banho,hyper
central,Instalação interna,hyper
central,Facilidades do Quarto,hyper
central,Acesso para Deficientes,hyper
central,Instalação externa,hyper
central,Motorista,hyper
central,Instalação Externa,hypo
maio,Endereço,hypo
maio,Endereço,hypo
situação,Horário,hypo
situação,Horário do Restaurante,hyper
situação,Horário do Spa,hyper
situação,Horário da Piscina Externa,hyper
situação,Horário da Piscina Coberta,hyper
situação,Horário,hyper
negócio,Endereço,hypo
negócio,Endereço,hypo
negócio,Categoria de hotéis,hypo
safar,Endereço,hypo
safar,Endereço,hypo
safar,Pontos de interesse,hypo
safar,Instalação Interna,hypo
safar,Lavanderia,hypo
safar,Cuarto de lavado,hyper
safar,Servicios de lavandería,hyper
safar,Lavanderia,hyper
par,Endereço,hypo
par,Endereço,hypo
par,Pontos de interesse,hypo
par,Pontos de interesse,hypo
par,Categoria de hotéis,hypo
calor,Instalação Interna,hypo
doce,Service,hypo
doce,Instalação Interna,hypo
doce,Lavanderia,hypo
doce,Cuarto de lavado,hyper
doce,Servicios de lavandería,hyper
doce,Lavanderia,hyper
cadeira,Facilidade do quarto,hypo
cadeira,Facilidade do quarto,hypo
cadeira,Facilidade do banheiro,hypo
cadeira,Facilidade do banheiro,hypo
deslocamento,Endereço,hypo
deslocamento,Endereço,hypo
deslocamento,Facilidade,hypo
deslocamento,Pontos de interesse,hypo
deslocamento,Pontos de interesse,hypo
deslocamento,Pontos de interesse,hypo
deslocamento,Facilidade,hyper
deslocamento,Facilidades da Casa de Banho,hyper
deslocamento,Instalação interna,hyper
deslocamento,Facilidades do Quarto,hyper
deslocamento,Acesso para Deficientes,hyper
deslocamento,Instalação externa,hyper
deslocamento,Motorista,hyper
deslocamento,Categoria de hotéis,hypo
local,Pontos de interesse,hypo
maquinar,Service,hypo
cardápio,Service,hypo
cardápio,Service,hypo
cardápio,Instalação Interna,hypo
cardápio,Lavanderia,hypo
cardápio,Cuarto de lavado,hyper
cardápio,Servicios de lavandería,hyper
cardápio,Lavanderia,hyper
privacidade,Tipo de hóspede,hypo
privacidade,Facilidade do quarto,hypo
privacidade,Facilidade do quarto,hypo
privacidade,Facilidade do banheiro,hypo
privacidade,Facilidade do banheiro,hypo
privacidade,Casal,hypo
privacidade,Casal Jovem,hyper
privacidade,Casal,hyper
privacidade,Casal Maduro,hyper
setembro,Endereço,hypo
setembro,Endereço,hypo
setembro,Service,hypo
setembro,Categoria de hotéis,hypo
distanciar,Endereço,hypo
distanciar,Endereço,hypo
distanciar,Pontos de interesse,hypo
distanciar,Categoria de hotéis,hypo
exemplo,Service,hypo
isolamento,Tipo de hóspede,hypo
isolamento,Facilidade do banheiro,hypo
isolamento,Casal,hypo
isolamento,Casal Jovem,hyper
isolamento,Casal,hyper
isolamento,Casal Maduro,hyper
fato,Horário,hypo
fato,Horário do Restaurante,hyper
fato,Horário do Spa,hyper
fato,Horário da Piscina Externa,hyper
fato,Horário da Piscina Coberta,hyper
fato,Horário,hyper
razão,Horário,hypo
razão,Horário do Restaurante,hyper
razão,Horário do Spa,hyper
razão,Horário da Piscina Externa,hyper
razão,Horário da Piscina Coberta,hyper
razão,Horário,hyper
sugestão,Service,hypo
sugestão,Service,hypo
feio,Endereço,hypo
feio,Endereço,hypo
feio,Service,hypo
DI,Endereço,hypo
DI,Endereço,hypo
DI,Categoria de hotéis,hypo
período,Service,hypo
casal,Tipo de hóspede,hypo
casal,Facilidade do quarto,hypo
casal,Facilidade do quarto,hypo
casal,Facilidade do banheiro,hypo
casal,Quarto de hotel,hypo
casal,Casal,hypo
casal,Casal Jovem,hyper
casal,Casal,hyper
casal,Casal Maduro,hyper
festa,Endereço,hypo
festa,Endereço,hypo
comodidade,Service,hypo
comodidade,Service,hypo
comodidade,Instalação Interna,hypo
comodidade,Lavanderia,hypo
comodidade,Cuarto de lavado,hyper
comodidade,Servicios de lavandería,hyper
comodidade,Lavanderia,hyper
fugir,Endereço,hypo
fugir,Endereço,hypo
fugir,Service,hypo
fugir,Service,hypo
fugir,Instalação Interna,hypo
fugir,Lavanderia,hypo
fugir,Cuarto de lavado,hyper
fugir,Servicios de lavandería,hyper
fugir,Lavanderia,hyper
oportunidade,Categoria de hotéis,hypo
tipo,Refeição,hypo
tipo,Refeição,hyper
tipo,Café da Manhã,hyper
tipo,Almoço,hyper
tipo,Jantar,hyper
c,Service,hypo
c,Service,hypo
direito,Instalação Interna,hypo
comparação,Endereço,hypo
comparação,Endereço,hypo
comparação,Service,hypo
retirar,Horário,hypo
retirar,Horário do Restaurante,hyper
retirar,Horário do Spa,hyper
retirar,Horário da Piscina Externa,hyper
retirar,Horário da Piscina Coberta,hyper
retirar,Horário,hyper
conservação,Service,hypo
banheira,Facilidade do quarto,hypo
banheira,Facilidade do quarto,hypo
banheira,Facilidade do quarto,hypo
banheira,Facilidade do banheiro,hypo
banheira,Facilidade do banheiro,hypo
banheira,Facilidade do banheiro,hypo
banheira,Facilidade do banheiro,hypo
banheira,Instalação Interna,hypo
geladeira,Facilidade do quarto,hypo
fogão,Facilidade do banheiro,hypo
dólar,Horário,hypo
dólar,Horário do Restaurante,hyper
dólar,Horário do Spa,hyper
dólar,Horário da Piscina Externa,hyper
dólar,Horário da Piscina Coberta,hyper
dólar,Horário,hyper
outubro,Endereço,hypo
outubro,Endereço,hypo
outubro,Service,hypo
outubro,Service,hypo
transportar,Endereço,hypo
transportar,Endereço,hypo
transportar,Facilidade,hypo
transportar,Pontos de interesse,hypo
transportar,Pontos de interesse,hypo
transportar,Pontos de interesse,hypo
transportar,Facilidade,hyper
transportar,Facilidades da Casa de Banho,hyper
transportar,Instalação interna,hyper
transportar,Facilidades do Quarto,hyper
transportar,Acesso para Deficientes,hyper
transportar,Instalação externa,hyper
transportar,Motorista,hyper
só,Endereço,hypo
só,Endereço,hypo
mg,Endereço,hypo
mg,Endereço,hypo
saguão,Service,hypo
minuto,Endereço,hypo
minuto,Endereço,hypo
minuto,Pontos de interesse,hypo
parabém,Endereço,hypo
parabém,Endereço,hypo
parabém,Service,hypo
colchão,Tipo de hóspede,hypo
colchão,Facilidade do quarto,hypo
colchão,Facilidade do quarto,hypo
colchão,Facilidade do banheiro,hypo
colchão,Facilidade do banheiro,hypo
colchão,Facilidade do banheiro,hypo
colchão,Instalação Interna,hypo
colchão,Casal,hypo
colchão,Casal Jovem,hyper
colchão,Casal,hyper
colchão,Casal Maduro,hyper
infraestrutura,Endereço,hypo
infraestrutura,Endereço,hypo
infraestrutura,Service,hypo
infraestrutura,Instalação Interna,hypo
infraestrutura,Lavanderia,hypo
infraestrutura,Categoria de hotéis,hypo
infraestrutura,Cuarto de lavado,hyper
infraestrutura,Servicios de lavandería,hyper
infraestrutura,Lavanderia,hyper
sofá,Tipo de hóspede,hypo
sofá,Facilidade do quarto,hypo
sofá,Facilidade do quarto,hypo
sofá,Facilidade do banheiro,hypo
sofá,Facilidade do banheiro,hypo
sofá,Quarto de hotel,hypo
sofá,Casal,hypo
sofá,Casal Jovem,hyper
sofá,Casal,hyper
sofá,Casal Maduro,hyper
os_funcionários_são,Facilidade,hypo
os_funcionários_são,Facilidade,hyper
os_funcionários_são,Facilidades da Casa de Banho,hyper
os_funcionários_são,Instalação interna,hyper
os_funcionários_são,Facilidades do Quarto,hyper
os_funcionários_são,Acesso para Deficientes,hyper
os_funcionários_são,Instalação externa,hyper
os_funcionários_são,Motorista,hyper
medo,Endereço,hypo
medo,Endereço,hypo
voar,Horário,hypo
voar,Horário do Restaurante,hyper
voar,Horário do Spa,hyper
voar,Horário da Piscina Externa,hyper
voar,Horário da Piscina Coberta,hyper
voar,Horário,hyper
mail,Horário,hypo
mail,Horário do Restaurante,hyper
mail,Horário do Spa,hyper
mail,Horário da Piscina Externa,hyper
mail,Horário da Piscina Coberta,hyper
mail,Horário,hyper
térreo,Service,hypo
térreo,Instalação Interna,hypo
térreo,Lavanderia,hypo
térreo,Cuarto de lavado,hyper
térreo,Servicios de lavandería,hyper
térreo,Lavanderia,hyper
pisar,Tipo de hóspede,hypo
pisar,Facilidade do quarto,hypo
pisar,Facilidade do quarto,hypo
pisar,Facilidade do banheiro,hypo
pisar,Facilidade do banheiro,hypo
pisar,Facilidade do banheiro,hypo
pisar,Casal,hypo
pisar,Casal Jovem,hyper
pisar,Casal,hyper
pisar,Casal Maduro,hyper
chave,Horário,hypo
chave,Horário do Restaurante,hyper
chave,Horário do Spa,hyper
chave,Horário da Piscina Externa,hyper
chave,Horário da Piscina Coberta,hyper
chave,Horário,hyper
satisfatório,Service,hypo
satisfatório,Service,hypo
satisfatório,Instalação Interna,hypo
satisfatório,Lavanderia,hypo
satisfatório,Cuarto de lavado,hyper
satisfatório,Servicios de lavandería,hyper
satisfatório,Lavanderia,hyper
de_um_dia,Endereço,hypo
de_um_dia,Endereço,hypo
de_um_dia,Pontos de interesse,hypo
de_um_dia,Service,hypo
de_um_dia,Categoria de hotéis,hypo
locomoção,Facilidade,hypo
locomoção,Pontos de interesse,hypo
locomoção,Pontos de interesse,hypo
locomoção,Pontos de interesse,hypo
locomoção,Facilidade,hyper
locomoção,Facilidades da Casa de Banho,hyper
locomoção,Instalação interna,hyper
locomoção,Facilidades do Quarto,hyper
locomoção,Acesso para Deficientes,hyper
locomoção,Instalação externa,hyper
locomoção,Motorista,hyper
locomoção,Categoria de hotéis,hypo
pressão,Tipo de hóspede,hypo
pressão,Facilidade do quarto,hypo
pressão,Facilidade do quarto,hypo
pressão,Facilidade do banheiro,hypo
pressão,Casal,hypo
pressão,Casal Jovem,hyper
pressão,Casal,hyper
pressão,Casal Maduro,hyper
lanchar,Instalação Interna,hypo
lanchar,Lavanderia,hypo
lanchar,Cuarto de lavado,hyper
lanchar,Servicios de lavandería,hyper
lanchar,Lavanderia,hyper
lado,Pontos de interesse,hypo
lado,Instalação Externa,hypo
croissant,Refeição,hypo
atrapalhar,Facilidade do banheiro,hypo
clima,Endereço,hypo
clima,Endereço,hypo
clima,Service,hypo
lavanderia,Service,hypo
lavanderia,Instalação Interna,hypo
lavanderia,Lavanderia,hypo
lavanderia,Cuarto de lavado,hyper
lavanderia,Servicios de lavandería,hyper
lavanderia,Lavanderia,hyper
barato,Endereço,hypo
barato,Endereço,hypo
barato,Service,hypo
barato,Service,hypo
barato,Instalação Interna,hypo
barato,Lavanderia,hypo
barato,Cuarto de lavado,hyper
barato,Servicios de lavandería,hyper
barato,Lavanderia,hyper
altura,Endereço,hypo
altura,Endereço,hypo
altura,Service,hypo
altura,Service,hypo
pouco,Endereço,hypo
pouco,Endereço,hypo
pouco,Service,hypo
alimentação,Instalação Interna,hypo
alimentação,Lavanderia,hypo
alimentação,Cuarto de lavado,hyper
alimentação,Servicios de lavandería,hyper
alimentação,Lavanderia,hyper
exceção,Service,hypo
exceção,Service,hypo
cartar,Horário,hypo
cartar,Horário do Restaurante,hyper
cartar,Horário do Spa,hyper
cartar,Horário da Piscina Externa,hyper
cartar,Horário da Piscina Coberta,hyper
cartar,Horário,hyper
féria,Endereço,hypo
féria,Endereço,hypo
féria,Categoria de hotéis,hypo
ifi,Service,hypo
e_o_preço,Endereço,hypo
e_o_preço,Endereço,hypo
e_o_preço,Service,hypo
e_o_preço,Categoria de hotéis,hypo
standard,Service,hypo
standard,Facilidade do banheiro,hypo
amigar,Endereço,hypo
amigar,Endereço,hypo
vaso,Tipo de hóspede,hypo
vaso,Facilidade do quarto,hypo
vaso,Facilidade do quarto,hypo
vaso,Facilidade do banheiro,hypo
vaso,Facilidade do banheiro,hypo
vaso,Facilidade do banheiro,hypo
vaso,Casal,hypo
vaso,Casal Jovem,hyper
vaso,Casal,hyper
vaso,Casal Maduro,hyper
redondeza,Facilidade,hypo
redondeza,Pontos de interesse,hypo
redondeza,Pontos de interesse,hypo
redondeza,Facilidade,hyper
redondeza,Facilidades da Casa de Banho,hyper
redondeza,Instalação interna,hyper
redondeza,Facilidades do Quarto,hyper
redondeza,Acesso para Deficientes,hyper
redondeza,Instalação externa,hyper
redondeza,Motorista,hyper
redondeza,Categoria de hotéis,hypo
rápido,Service,hypo
rápido,Service,hypo
rápido,Instalação Interna,hypo
rápido,Lavanderia,hypo
rápido,Cuarto de lavado,hyper
rápido,Servicios de lavandería,hyper
rápido,Lavanderia,hyper
ferrar,Facilidade do banheiro,hypo
ferrar,Facilidade do banheiro,hypo
bem_localizado_e,Endereço,hypo
bem_localizado_e,Endereço,hypo
bem_localizado_e,Service,hypo
bem_localizado_e,Categoria de hotéis,hypo
comércio,Facilidade,hypo
comércio,Pontos de interesse,hypo
comércio,Pontos de interesse,hypo
comércio,Pontos de interesse,hypo
comércio,Facilidade,hyper
comércio,Facilidades da Casa de Banho,hyper
comércio,Instalação interna,hyper
comércio,Facilidades do Quarto,hyper
comércio,Acesso para Deficientes,hyper
comércio,Instalação externa,hyper
comércio,Motorista,hyper
comércio,Instalação Externa,hypo
inconveniente,Service,hypo
palavra,Endereço,hypo
palavra,Endereço,hypo
temperatura,Facilidade do quarto,hypo
temperatura,Facilidade do quarto,hypo
temperatura,Facilidade do banheiro,hypo
temperatura,Facilidade do banheiro,hypo
amenidade,Service,hypo
amenidade,Instalação Interna,hypo
amenidade,Lavanderia,hypo
amenidade,Cuarto de lavado,hyper
amenidade,Servicios de lavandería,hyper
amenidade,Lavanderia,hyper
na_minha_opinião,Endereço,hypo
na_minha_opinião,Endereço,hypo
na_minha_opinião,Service,hypo
na_minha_opinião,Service,hypo
na_minha_opinião,Instalação Interna,hypo
na_minha_opinião,Lavanderia,hypo
na_minha_opinião,Cuarto de lavado,hyper
na_minha_opinião,Servicios de lavandería,hyper
na_minha_opinião,Lavanderia,hyper
farmácia,Pontos de interesse,hypo
farmácia,Instalação Externa,hypo
farmácia,Instalação Interna,hypo
mau,Service,hypo
apto,Endereço,hypo
apto,Endereço,hypo
apto,Service,hypo
apto,Instalação Interna,hypo
apto,Lavanderia,hypo
apto,Cuarto de lavado,hyper
apto,Servicios de lavandería,hyper
apto,Lavanderia,hyper
músico,Service,hypo
básico,Service,hypo
básico,Service,hypo
básico,Instalação Interna,hypo
básico,Lavanderia,hypo
básico,Cuarto de lavado,hyper
básico,Servicios de lavandería,hyper
básico,Lavanderia,hyper
localização_do_hotel,Endereço,hypo
localização_do_hotel,Endereço,hypo
localização_do_hotel,Pontos de interesse,hypo
localização_do_hotel,Categoria de hotéis,hypo
meio,Endereço,hypo
meio,Endereço,hypo
meio,Service,hypo
conveniência,Service,hypo
conveniência,Service,hypo
conveniência,Instalação Interna,hypo
conveniência,Lavanderia,hypo
conveniência,Cuarto de lavado,hyper
conveniência,Servicios de lavandería,hyper
conveniência,Lavanderia,hyper
huntleia,Endereço,hypo
huntleia,Endereço,hypo
ônibus,Endereço,hypo
ônibus,Endereço,hypo
ônibus,Pontos de interesse,hypo
armário,Tipo de hóspede,hypo
armário,Facilidade do quarto,hypo
armário,Facilidade do quarto,hypo
armário,Facilidade do banheiro,hypo
armário,Facilidade do banheiro,hypo
armário,Facilidade do banheiro,hypo
armário,Casal,hypo
armário,Casal Jovem,hyper
armário,Casal,hyper
armário,Casal Maduro,hyper
aceitar,Horário,hypo
aceitar,Horário do Restaurante,hyper
aceitar,Horário do Spa,hyper
aceitar,Horário da Piscina Externa,hyper
aceitar,Horário da Piscina Coberta,hyper
aceitar,Horário,hyper
pé,Endereço,hypo
pé,Endereço,hypo
pé,Facilidade,hypo
pé,Pontos de interesse,hypo
pé,Pontos de interesse,hypo
pé,Pontos de interesse,hypo
pé,Facilidade,hyper
pé,Facilidades da Casa de Banho,hyper
pé,Instalação interna,hyper
pé,Facilidades do Quarto,hyper
pé,Acesso para Deficientes,hyper
pé,Instalação externa,hyper
pé,Motorista,hyper
aspecto,Service,hypo
aspecto,Facilidade do banheiro,hypo
turismo,Endereço,hypo
turismo,Endereço,hypo
turismo,Categoria de hotéis,hypo
estúdio,Service,hypo
estúdio,Service,hypo
ocasião,Endereço,hypo
ocasião,Endereço,hypo
ocasião,Service,hypo
ocasião,Categoria de hotéis,hypo
manutenção,Instalação Interna,hypo
satisfazer,Service,hypo
satisfazer,Service,hypo
encomendar,Horário,hypo
encomendar,Horário do Restaurante,hyper
encomendar,Horário do Spa,hyper
encomendar,Horário da Piscina Externa,hyper
encomendar,Horário da Piscina Coberta,hyper
encomendar,Horário,hyper
desculpar,Horário,hypo
desculpar,Horário do Restaurante,hyper
desculpar,Horário do Spa,hyper
desculpar,Horário da Piscina Externa,hyper
desculpar,Horário da Piscina Coberta,hyper
desculpar,Horário,hyper
expressar,Service,hypo
expressar,Service,hypo
cabo,Facilidade do quarto,hypo
frio,Facilidade do quarto,hypo
pá,Endereço,hypo
pá,Endereço,hypo
pá,Categoria de hotéis,hypo
norte,Endereço,hypo
norte,Endereço,hypo
norte,Categoria de hotéis,hypo
hotel_tem_uma,Instalação Interna,hypo
hotel_tem_uma,Lavanderia,hypo
hotel_tem_uma,Cuarto de lavado,hyper
hotel_tem_uma,Servicios de lavandería,hyper
hotel_tem_uma,Lavanderia,hyper
o_hotel_fica,Endereço,hypo
o_hotel_fica,Endereço,hypo
o_hotel_fica,Pontos de interesse,hypo
o_hotel_fica,Categoria de hotéis,hypo
o_hotel_não,Endereço,hypo
o_hotel_não,Endereço,hypo
janeiro,Endereço,hypo
janeiro,Endereço,hypo
janeiro,Service,hypo
janeiro,Categoria de hotéis,hypo
rock,Endereço,hypo
rock,Endereço,hypo
rock,Pontos de interesse,hypo
rock,Categoria de hotéis,hypo
recém,Service,hypo
recém,Service,hypo
visão,Endereço,hypo
visão,Endereço,hypo
clube,Endereço,hypo
clube,Endereço,hypo
clube,Service,hypo
quantidade,Endereço,hypo
quantidade,Endereço,hypo
quantidade,Service,hypo
quantidade,Service,hypo
western,Pontos de interesse,hypo
western,Categoria de hotéis,hypo
região,Endereço,hypo
região,Endereço,hypo
região,Facilidade,hypo
região,Pontos de interesse,hypo
região,Pontos de interesse,hypo
região,Facilidade,hyper
região,Facilidades da Casa de Banho,hyper
região,Instalação interna,hyper
região,Facilidades do Quarto,hyper
região,Acesso para Deficientes,hyper
região,Instalação externa,hyper
região,Motorista,hyper
geral,Service,hypo
geral,Service,hypo
aparência,Service,hypo
aparência,Service,hypo
aparência,Facilidade do banheiro,hypo
carpete,Facilidade do quarto,hypo
carpete,Instalação Interna,hypo
reposição,Service,hypo
hileto,Endereço,hypo
hileto,Endereço,hypo
hileto,Service,hypo
hileto,Categoria de hotéis,hypo
início,Endereço,hypo
início,Endereço,hypo
início,Service,hypo
início,Service,hypo
silêncio,Endereço,hypo
silêncio,Endereço,hypo
silêncio,Pontos de interesse,hypo
silêncio,Categoria de hotéis,hypo
stress,Endereço,hypo
stress,Endereço,hypo
stress,Endereço,hypo
stress,Endereço,hypo
stress,Pontos de interesse,hypo
stress,Pontos de interesse,hypo
cafeteiro,Facilidade do quarto,hypo
pagamento,Horário,hypo
pagamento,Horário do Restaurante,hyper
pagamento,Horário do Spa,hyper
pagamento,Horário da Piscina Externa,hyper
pagamento,Horário da Piscina Coberta,hyper
pagamento,Horário,hyper
da_manhã_muito,Instalação Interna,hypo
da_manhã_muito,Lavanderia,hypo
da_manhã_muito,Cuarto de lavado,hyper
da_manhã_muito,Servicios de lavandería,hyper
da_manhã_muito,Lavanderia,hyper
aquecimento,Facilidade do quarto,hypo
aquecimento,Facilidade do quarto,hypo
aquecimento,Facilidade do banheiro,hypo
aquecimento,Facilidade do banheiro,hypo
vizinhar,Endereço,hypo
vizinhar,Endereço,hypo
vizinhar,Service,hypo
médio,Endereço,hypo
médio,Endereço,hypo
médio,Pontos de interesse,hypo
médio,Categoria de hotéis,hypo
solteiro,Tipo de hóspede,hypo
solteiro,Facilidade do quarto,hypo
solteiro,Facilidade do quarto,hypo
solteiro,Facilidade do banheiro,hypo
solteiro,Casal,hypo
solteiro,Casal Jovem,hyper
solteiro,Casal,hyper
solteiro,Casal Maduro,hyper
casa_de_banho,Tipo de hóspede,hypo
casa_de_banho,Facilidade do quarto,hypo
casa_de_banho,Facilidade do quarto,hypo
casa_de_banho,Facilidade do banheiro,hypo
casa_de_banho,Facilidade do banheiro,hypo
casa_de_banho,Quarto de hotel,hypo
casa_de_banho,Casal,hypo
casa_de_banho,Casal Jovem,hyper
casa_de_banho,Casal,hyper
casa_de_banho,Casal Maduro,hyper
acolhedor,Instalação Interna,hypo
acolhedor,Lavanderia,hypo
acolhedor,Cuarto de lavado,hyper
acolhedor,Servicios de lavandería,hyper
acolhedor,Lavanderia,hyper
metrô,Pontos de interesse,hypo
metrô,Instalação Externa,hypo
dê,Facilidade,hypo
dê,Pontos de interesse,hypo
dê,Pontos de interesse,hypo
dê,Pontos de interesse,hypo
dê,Facilidade,hyper
dê,Facilidades da Casa de Banho,hyper
dê,Instalação interna,hyper
dê,Facilidades do Quarto,hyper
dê,Acesso para Deficientes,hyper
dê,Instalação externa,hyper
dê,Motorista,hyper
dê,Instalação Externa,hypo
igreja,Facilidade,hypo
igreja,Pontos de interesse,hypo
igreja,Pontos de interesse,hypo
igreja,Facilidade,hyper
igreja,Facilidades da Casa de Banho,hyper
igreja,Instalação interna,hyper
igreja,Facilidades do Quarto,hyper
igreja,Acesso para Deficientes,hyper
igreja,Instalação externa,hyper
igreja,Motorista,hyper
igreja,Instalação Externa,hypo
igreja,Categoria de hotéis,hypo
galeria,Facilidade,hypo
galeria,Pontos de interesse,hypo
galeria,Pontos de interesse,hypo
galeria,Pontos de interesse,hypo
galeria,Facilidade,hyper
galeria,Facilidades da Casa de Banho,hyper
galeria,Instalação interna,hyper
galeria,Facilidades do Quarto,hyper
galeria,Acesso para Deficientes,hyper
galeria,Instalação externa,hyper
galeria,Motorista,hyper
galeria,Instalação Externa,hypo
bairro,Facilidade,hypo
bairro,Pontos de interesse,hypo
bairro,Pontos de interesse,hypo
bairro,Facilidade,hyper
bairro,Facilidades da Casa de Banho,hyper
bairro,Instalação interna,hyper
bairro,Facilidades do Quarto,hyper
bairro,Acesso para Deficientes,hyper
bairro,Instalação externa,hyper
bairro,Motorista,hyper
bairro,Instalação Externa,hypo
delícia,Service,hypo
delícia,Service,hypo
delícia,Instalação Interna,hypo
delícia,Lavanderia,hypo
delícia,Cuarto de lavado,hyper
delícia,Servicios de lavandería,hyper
delícia,Lavanderia,hyper
do_metro_e,Facilidade,hypo
do_metro_e,Pontos de interesse,hypo
do_metro_e,Pontos de interesse,hypo
do_metro_e,Pontos de interesse,hypo
do_metro_e,Facilidade,hyper
do_metro_e,Facilidades da Casa de Banho,hyper
do_metro_e,Instalação interna,hyper
do_metro_e,Facilidades do Quarto,hyper
do_metro_e,Acesso para Deficientes,hyper
do_metro_e,Instalação externa,hyper
do_metro_e,Motorista,hyper
terraço,Endereço,hypo
terraço,Endereço,hypo
